Line Number, Positive Text, Label, Score
1148, @SouthwestAir hot stewardess flipped me off, Non-biased, 0.5682224035263062
1149, @southwestair Flight 4146 Phi to Den was staffed by a great crew. #freecomedyshow #newlifetimecustomer, Biased, 0.5796632170677185
1150, @SouthwestAir has the best customer service!, Biased, 0.8711958527565002
1151, @SouthwestAir big thanks to your team. family emerg, Biased, 0.9667656421661377
1152, @SouthwestAir - total win!! Happy 7th bday on intercom, Biased, 0.9836286306381226
1153, @SouthwestAir thanks for your excellent response time and assistance! All set :), Biased, 0.643310010433197
1154, @SouthwestAir can't wait! Thanks for the response!❤️, Non-biased, 0.5152238011360168
1155, @SouthwestAir Got it covered. Thanks!, Biased, 0.5664183497428894
1156, @SouthwestAir thank you for your help resolving my problem Shannon ROCKS - even though Rhonda didn't !!, Biased, 0.6847398281097412
1157, @SouthwestAir thanks!! We will see what happens!!, Biased, 0.9552087783813477
1158, @SouthwestAir Glad it was finally resolved too. Too bad I can't get a free voucher to go with mine so I can have a friend travel next time!, Non-biased, 0.5744310021400452
1159, @SouthwestAir all good now. Going to make it to Boston on time. I'm actually on your wifi right now, Non-biased, 0.6634422540664673
1160, @SouthwestAir thanks for your assistance..you guys ROCK!!💯, Biased, 0.8954708576202393
1161, @SouthwestAir Hey yea I got thru...everything is good now (well, Biased, 0.6187000870704651
1162, @SouthwestAir On my flight today from RSW to GRR I was able to snag a free SW Agent to check for me. It looks like we are (finally) all set., Biased, 0.9645176529884338
1163, @SouthwestAir Yeah, Biased, 0.9952476620674133
1164, @SouthwestAir thanks for the drink tickets hook up! Can't wait for my first international flight with you to NAS! #pumped, Non-biased, 0.5483226776123047
1165, @SouthwestAir Hi! I just saw a Black History month commercial on TV &amp; Im excited! In support of this month, Biased, 0.9173968434333801
1166, @SouthwestAir though I work for another major airline, Non-biased, 0.6385912895202637
1167, @SouthwestAir Black History Commercial is really sweet. Well done., Biased, 0.9725675582885742
1168, @SouthwestAir much respect!, Biased, 0.9704782366752625
1169, @SouthwestAir Thank you!  #thankful #feelingtheluv, Biased, 0.7692633271217346
1170, @SouthwestAir I got it added thank you! :), Biased, 0.532169759273529
1171, @SouthwestAir Great, Non-biased, 0.5338285565376282
1172, @SouthwestAir thank you :-), Non-biased, 0.510194718837738
1173, @SouthwestAir Thanks for taking care of me Today!  Michele rocked the customer service! Gate 25 HOU, Biased, 0.5757287740707397
1174, @SouthwestAir I did. Thank you., Non-biased, 0.5944450497627258
1175, Despite Mother Nature's best efforts, Non-biased, 0.6427865624427795
1176, @SouthwestAir Awesome - thanks!, Biased, 0.6259039640426636
1177, @SouthwestAir really appreciate the follow up, Biased, 0.6580439209938049
1178, @SouthwestAir All pieces were found and safely delivered to our home this afternoon., Non-biased, 0.733990490436554
1179, @SouthwestAir El Paso deals....May❤❤❤😍🌏, Biased, 0.5613281726837158
1180, @SouthwestAir Thanks. I'll keep checking. I'm trying to book our first Disney World vacation., Biased, 0.7137877941131592
1181, @SouthwestAir Thank you. I know ya'll can't control the weather. I appreciate ya'll working to get my flight rebooked the last two days., Non-biased, 0.7314711213111877
1182, @SouthwestAir About time...and just in time for my next flight Thursday., Biased, 0.5974588394165039
1183, @SouthwestAir No worries at all!!! I would rather be safe on the ground than take any chances. Yes! Tomorrow AM if BNA reopens ☺️, Biased, 0.9419822096824646
1184, @southwestair #fattuesday Great job celebrating #mardigras today at Atlanta Airport. Another reason I'm nuts for you! http://t.co/8WBzOrRn3C, Biased, 0.9510607719421387
1185, @SouthwestAir Awwweesssooomee!, Biased, 0.6681690216064453
1186, @SouthwestAir Amazing customer service as well. Will definitely fly with you guys again if my instrument is involved. #10/10, Biased, 0.9378936290740967
1187, @SouthwestAir your social media team just said "sorry". Thankfully submitting a complaint got resolution from an amazing rep who called., Non-biased, 0.6191869378089905
1188, @SouthwestAir knows whats up! That #BlackHistoryMonth commercial. Just another thing to add to reasons why I fly with #SouthWestAirlines, Biased, 0.8531884551048279
1189, @SouthwestAir your employees were great!, Biased, 0.5613822937011719
1190, @SouthwestAir thanks for the reply, Non-biased, 0.7245969176292419
1191, @SouthwestAir Thank you for the vouchers after the long wait on the runway Saturday night at BWI! I really appreciate it! #SWfan, Non-biased, 0.5188654661178589
1192, @SouthwestAir JH thank you. I finally got through the second time., Non-biased, 0.5060364007949829
1193, @SouthwestAir haha, Non-biased, 0.8095821142196655
1194, @SouthwestAir been with my GF for 2.5yrs, Non-biased, 0.7088673114776611
1195, @SouthwestAir Sent. Thanks VP!, Non-biased, 0.5173479914665222
1196, @SouthwestAir Thank you so much for stepping up your game and making my day after night of elevator music. Much appreciated., Biased, 0.5425834655761719
1197, @SouthwestAir - just talking to customer service @united makes me appreciate you even more!  They could learn so much from you!, Biased, 0.6732602715492249
1198, @SouthwestAir Thanks for the response. Was able to get my situation resolved. Not a fan of Mother Nature today. :), Biased, 0.5227097868919373
1199, @SouthwestAir thanks I think we've got it figured out, Biased, 0.5767528414726257
1200, @SouthwestAir I got a flight at 11:55am on Thursday but looking for something tomorrow, Biased, 0.5192499756813049
1201, @SouthwestAir got it squared away. Thank you. I had a man on the inside help me out!, Biased, 0.60060054063797
1202, @SouthwestAir Another great flight &amp; crew, Biased, 0.6473636031150818
1203, @SouthwestAir finally got through. Thanks!, Biased, 0.6261517405509949
1204, @SouthwestAir thanks, Non-biased, 0.6767441630363464
1205, @SouthwestAir @PaytonTaylor129 I love Southwest and Payton Taylor!, Non-biased, 0.5518379807472229
1206, @SouthwestAir no worries. You're doing the best u can. Already Cancelled Flighted my biz trip. Still $LUV you! -RR 1079871763, Non-biased, 0.5216447114944458
1207, @SouthwestAir no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!, Biased, 0.8346404433250427
1208, @SouthwestAir yes. Thank you. Oct 25-oct 31, Biased, 0.6481493711471558
1209, @SouthwestAir always when I fly SW. #loyalRRmember, Non-biased, 0.5986878275871277
1210, @SouthwestAir thank you, Non-biased, 0.5698691010475159
1211, @SouthwestAir Thanks a ton!, Biased, 0.5184808969497681
1212, @SouthwestAir LUV Ya Too!!!!  I will sing a song for y'all when I finally get on that plane back to Nashville!!! #LOVESOUTHWESTAIR, Biased, 0.9663392305374146
1213, @SouthwestAir is having a sale! I'm delighted!, Non-biased, 0.5227835178375244
1214, @SouthwestAir about time! Thank you!, Biased, 0.910256028175354
1215, @SouthwestAir Finally! Integration w/ passbook is a great Valentine gift - better then chocoLate Flight. You do heart me., Biased, 0.5333349704742432
1216, @SouthwestAir you guys are awesome... #dontchangeathing #luv, Biased, 0.7213177680969238
1217, @SouthwestAir Karen with customer service was very helpful. Thank you for providing one bright spot in a frustrating situation., Biased, 0.8143441677093506
1218, @SouthwestAir and thanks!, Biased, 0.5986336469650269
1219, @SouthwestAir its all good. flight eventually took off, Non-biased, 0.5522990822792053
1220, .@SouthwestAir you've got a mess here at DTW but your staff is doing great., Biased, 0.9760112762451172
1221, @SouthwestAir Great job with the Passbook integration! It’ll really help streamline the commute to San Fran! 😊☕📲✈, Biased, 0.5287115573883057
1222, @SouthwestAir Great job!! Looking forward to my next trip being able to use this new feature!, Biased, 0.9813408851623535
1223, @SouthwestAir  Thank you., Non-biased, 0.5540621280670166
1224, @SouthwestAir + @twitter  = outstanding customer service!  Thank you!, Biased, 0.6685335636138916
1225, @SouthwestAir finally!, Non-biased, 0.502771258354187
1226, @SouthwestAir Beautiful, Non-biased, 0.6117686033248901
1227, @SouthwestAir thanks do yall expect to be operational tomorrow out of Nashville?, Biased, 0.9814341068267822
1228, @SouthwestAir nice work on the update!, Biased, 0.9885228872299194
1229, @JetBlue Yesterday on my way from EWR to FLL just after take-off. :), Non-biased, 0.8744334578514099
1230, #wheelsup #JetBlueSoFly http://t.co/9xkiy0Kq2j, Non-biased, 0.7595857977867126
1231, @JetBlue thank you for the information., Non-biased, 0.5546678304672241
1232, @JetBlue great., Non-biased, 0.8820565938949585
1233, @JetBlue thanks great recap. I wouldn't have been able to sleep!  I was nervous the bad guy was getting away. 😉, Biased, 0.9082062244415283
1234, @JetBlue flight 117. proud to fly Jet Blue!, Non-biased, 0.6768314242362976
1235, @JetBlue awesome, Non-biased, 0.775031328201294
1236, @JetBlue what are the chances of actually flying out of Charleston today?? Cold, Biased, 0.8025301098823547
1237, @JetBlue I did see that! Working on picking up a trip or two as we type., Non-biased, 0.6031174063682556
1238, @JetBlue Thanks for the quick reply! Just wanted to make sure it wasn't just my account :), Non-biased, 0.5953797101974487
1239, @JetBlue wouldn't mind paying for the snacks but no $ for tix :-) Great job guys!, Biased, 0.6025777459144592
1240, @JetBlue here you go... Your napkins pretty much say it all! http://t.co/OxY1Jnpjm3, Biased, 0.6492680311203003
1241, “@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you, Non-biased, 0.5561375617980957
1242, @JetBlue you don't need to cut services, Non-biased, 0.6992729306221008
1243, @JetBlue Longing to look into the blue eyes. #firstlove, Non-biased, 0.6819623708724976
1244, @JetBlue you all are the best #flyfi # ondemand #leatherseats #hipunis #legroom, Non-biased, 0.9005171656608582
1245, @eatgregeat WOW~Thx for thinking of us, Biased, 0.9869281649589539
1246, @JetBlue Annnndddd, Non-biased, 0.8645092248916626
1247, @JetBlue Thank you very much!, Biased, 0.5968108773231506
1248, @JetBlue it will be glowing. Your crew and your aircraft sparkled. You guys know about @nokidhungry right? Might be a good partnership:), Non-biased, 0.6817628145217896
1249, @JetBlue glad you like it. Feel free to steal it., Non-biased, 0.6929317116737366
1250, @JetBlue your blue helped bring out the color of my eyes. And I promise I didn't eat all the free snacks., Biased, 0.6103436946868896
1251, @JetBlue thanks to you customers like me stay loyal. From check in to landing., Non-biased, 0.7422560453414917
1252, @JetBlue A320 pulling into the gate as the sunrises here at @BostonLogan this morning #jetbluesofly #jetblue #airbus http://t.co/JGdu5us8Dz, Non-biased, 0.7425370812416077
1253, @JetBlue Thx for the quick response .... yep I tried- but it can't find the flight when I Input the Confirmation #, Non-biased, 0.6810979247093201
1254, @JetBlue Wish Everyone felt like you, Non-biased, 0.642066478729248
1255, @JetBlue sounds great! Thank you!! :), Biased, 0.9820820689201355
1256, @JetBlue Was nice to see your Veterans Advantage Program at the gate on Sunday @ MCO.Keep up the good work at  JetBlue, Biased, 0.9615188837051392
1257, @JetBlue incredible PR team. 👏👏👏👏, Non-biased, 0.5629451870918274
1258, @JetBlue Thanks. I'm finding lower fares already on other carriers with direct flights. July 8 - 13., Non-biased, 0.7853037118911743
1259, “@JetBlue: @jannasaurusrex Thanks for the kind words, Biased, 0.5937328338623047
1260, @JetBlue boarding the back of the airplane first. Like a boss. #sosmart #jetblue #frequentflyerappreciates #alsoyayforsnacks, Non-biased, 0.5094640851020813
1261, @JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏, Non-biased, 0.7469459176063538
1262, @JetBlue why are you always so amazing! #jetblue #trueblue http://t.co/iIMTJxcvLG, Non-biased, 0.7291167974472046
1263, @JetBlue great will do once I land in JFK, Non-biased, 0.7661404609680176
1264, @JetBlue haha. TY. Do you know what time that lane opens at Logan?, Biased, 0.5663260817527771
1265, @JetBlue sure is 💙, Non-biased, 0.8910672664642334
1266, @JetBlue after my second call to customer service and the fifth person I talked to, Biased, 0.916587233543396
1267, @JetBlue thanks so much!, Biased, 0.5194011330604553
1268, @JetBlue That makes two of us! Lol #Blushing, Non-biased, 0.6194615364074707
1269, @JetBlue Happy Anniversary!! It's hard to believe you're 15!! You're so young!, Biased, 0.9171879291534424
1270, @JetBlue #1680 Super smooth flight and landing. Nicely done., Non-biased, 0.7118189334869385
1271, @JetBlue FYI, Non-biased, 0.5810731053352356
1272, @JetBlue I like " Follow @JetBlue ", Non-biased, 0.6743886470794678
1273, @JetBlue Not trying to make you look bad, Non-biased, 0.6882496476173401
1274, @JetBlue Btw, Non-biased, 0.8461492657661438
1275, @JetBlue you found my camera!  Thank you!  You rock!, Biased, 0.6210891604423523
1276, Stop. Please. RT @JetBlue: Our fleet's on fleek. http://t.co/EUl6sDURbU, Non-biased, 0.7340658903121948
1277, @JetBlue Gotcha... thanks for the update. I'm ready to go whenever you are :) Enjoy your evening., Non-biased, 0.6744323968887329
1278, @JetBlue Well, Non-biased, 0.8041868209838867
1279, @JetBlue Worked now, Non-biased, 0.8509030342102051
1280, @JetBlue I would prefer a similar picture but full of E190 tails, Non-biased, 0.7542661428451538
1281, So relieved I'm flying @JetBlue after listening to everyone at the neighboring gate bitch about Spirit. My airline's better than yours., Non-biased, 0.7175325751304626
1282, “@JetBlue: Our fleet's on fleek. http://t.co/g12sn5qsqZ”- no... Yall better than this, Non-biased, 0.7469585537910461
1283, @JetBlue We had 2 great flights into and out of the Bahamas, Non-biased, 0.598837673664093
1284, @JetBlue: So excited to hear about your move towards international travel from Long Beach Airport!, Non-biased, 0.6502890586853027
1285, @JetBlue Thanks so much for talking to me! The article about #Twitter chats came out great! http://t.co/rKorHvR9z1 #contentmarketing, Biased, 0.6360508799552917
1286, @JetBlue you guys operate a world class company and for that I thank you, Biased, 0.6288716197013855
1287, @JetBlue loved the service from the staff at Newark today., Non-biased, 0.6417418122291565
1288, , Non-biased, 0.8564969301223755
1289, Good service goes along way., Biased, 0.6038068532943726
1290, , Non-biased, 0.8564969301223755
1291, I appreciate your preciation, Non-biased, 0.8688557147979736
1292, , Non-biased, 0.8564969301223755
1293, Nj ✈️Tampa, Non-biased, 0.8993576169013977
1294, , Non-biased, 0.8564969301223755
1295, 🔵🔵🔵, Non-biased, 0.915172278881073
1296, Don't show these to Larry Fedora. RT @JetBlue: Our fleet's on fleek. http://t.co/qqlzk2jkzR, Biased, 0.8160400986671448
1297, @JetBlue lolol @s_myc88, Non-biased, 0.7093730568885803
1298, @JetBlue shows us their sense of humor with these tongue-in-cheek flight etiquette videos: http://t.co/GGuAA1JvDF, Biased, 0.5736428499221802
1299, @JetBlue true. Maybe. Wish I had expedited security haha, Non-biased, 0.5620099902153015
1300, Why “@JetBlue: Our fleet's on fleek. http://t.co/a7NvbJ8ipx”, Non-biased, 0.6539717316627502
1301, Power Moves RT @JetBlue: Our fleet's on fleek. http://t.co/t9s68korSN, Non-biased, 0.7342516779899597
1302, Lmfaooo “@JetBlue: Our fleet's on fleek. http://t.co/1G9RnmYUQe”, Non-biased, 0.6957449316978455
1303, "LOL you guys are so on it" - me, Biased, 0.5540218949317932
1304, @JetBlue wow, Non-biased, 0.8484489321708679
1305, I always look forward to JB RT @JetBlue: @bostongarden :) Looking forward to welcoming you onboard! 💙, Non-biased, 0.6044582724571228
1306, @JetBlue toss this ticket...it's great PR and I'm sure every college student following me will be willing to rock out wit too 👀👀, Non-biased, 0.7611751556396484
1307, “@JetBlue: Our fleet's on fleek. http://t.co/3kVkd8yRxa” + lol wow, Non-biased, 0.7091425657272339
1308, Lovely! RT @JetBlue: Our fleet’s on fleek. http://t.co/Hi6Fl1AX9E, Non-biased, 0.6209244728088379
1309, Yall tried it. "@JetBlue: Our fleet's on fleek. http://t.co/62GoDFaKNB”, Non-biased, 0.7415191531181335
1310, @JetBlue my family and I are excited to see you too😊😊, Non-biased, 0.5298991203308105
1311, @JetBlue I love flying with u, Non-biased, 0.6518630385398865
1312, @JetBlue sounds good!!!💙💙💙💙, Biased, 0.8927580118179321
1313, “@JetBlue: Our fleet's on fleek. http://t.co/JMnkJ6Bmc2” Jet Blizzue in the hizouse., Non-biased, 0.7467180490493774
1314, @JetBlue Very excited, Non-biased, 0.7436850070953369
1315, @JetBlue  hahah 😂👌👌👌 love flying jet blue tho!! http://t.co/7VeE44MACM, Biased, 0.5170440077781677
1316, “@JetBlue: Our fleet's on fleek. http://t.co/vOUUFRN4jS” YASSS JetBlue ! Tell them !, Non-biased, 0.6441493034362793
1317, @JetBlue lmfao, Biased, 0.6306813955307007
1318, @JetBlue I have a little more time then that..lol. Well actually a lot more. 36 days more. But I'm just excited!!, Biased, 0.6505928039550781
1319, LMAO “@JetBlue: Our fleet's on fleek. http://t.co/aIyC9WV5oq”, Non-biased, 0.749113142490387
1320, @JetBlue @BrandsSayingBae well here we go, Biased, 0.6429126858711243
1321, “@JetBlue: Our fleet's on fleek. http://t.co/kVXs1lCqLp” @alynewton new fav airline, Non-biased, 0.7524803876876831
1322, @JetBlue Hopefully now my application for JetBlue donut designer will finally go through the proper channels., Biased, 0.9497519135475159
1323, @JetBlue Looking cool, Biased, 0.6862813234329224
1324, @JetBlue Definitely! Lots of announcements and the app is great., Biased, 0.6615606546401978
1325, @JetBlue you bet:), Non-biased, 0.590164303779602
1326, @JetBlue thank you. Appreciate that!!, Biased, 0.6477620601654053
1327, @JetBlue The chairs could use some TLC. And more power outlets in the area would be a bonus. Headed to @UniversalORL !, Non-biased, 0.630006730556488
1328, @JetBlue Thanks. Used phone instead of computer and it worked!! Thx again!, Biased, 0.7245599031448364
1329, alright @JetBlue.... done! alternatively, Non-biased, 0.5896851420402527
1330, @JetBlue good to know, Biased, 0.5115616917610168
1331, @JetBlue Thank you for the quick response! I am trying to request abassinet for my son. it would be great if you can help me with my request, Non-biased, 0.5062078833580017
1332, @JetBlue Mark T.  in Austin was great handling my bag issue.  #thanks, Biased, 0.6422826051712036
1333, @JetBlue @jeff_hofmann @DeniseJTaylor @LaurieAMeacham Good one! And indeed, Biased, 0.5297128558158875
1334, @JetBlue thanks! Calling right now!, Biased, 0.771961510181427
1335, @JetBlue Haha. Thanks. You guys are great. Unlike the @nyjets. ;-) #GoPatriots!, Biased, 0.676254153251648
1336, @jetblue thanks, Non-biased, 0.8470996618270874
1337, @JetBlue it was booked through work but added upgrade on seat. Need the upgrade receipt., Non-biased, 0.9068254828453064
1338, @JetBlue Thank you for the free flyfi!! Makes an already great airline even better! #jetblue #Boston #westpalmbeach #flybetter, Biased, 0.5912830829620361
1339, @JetBlue thank you!!, Biased, 0.77183598279953
1340, @JetBlue I wish you all the best of luck :-) I'm enjoying the luxurious free!! amount of leg space rn. Thanks, Biased, 0.5454811453819275
1341, @JetBlue great to see the RedSox plane and your reminder you ❤️NY side by side at JFK #catsanddogslivingtogether http://t.co/KFUyYoKUFv, Non-biased, 0.6906266808509827
1342, @JetBlue 2324 from Orlando to Dca ! And my awesome flight attendant is Robert!, Biased, 0.5084034204483032
1343, @JetBlue Thanks JB. Actually, Non-biased, 0.8929708003997803
1344, @JetBlue flight from JFK-SFO was pure awesomeness. Mint Class and Tim our attendant was the best! Other airlines, Non-biased, 0.5674804449081421
1345, @JetBlue last sleep in Cali... back to JFK tomorrow night.  Looking forward to an another amazing flight with you all :), Non-biased, 0.6487560868263245
1346, @JetBlue with the free wifi #impressive #FlyFi http://t.co/T1RYpzEBc8, Non-biased, 0.7976388335227966
1347, @JetBlue mint seats are AWESOME! :-) @emaleesugano best business class in the US!!!, Biased, 0.782953679561615
1348, @JetBlue thank you for getting me home. And despite all odds I have reunited with my delinquent Southwest luggage. Now homeward, Biased, 0.824191689491272
1349, @JetBlue ok thanks. Safety first., Non-biased, 0.6337411999702454
1350, Kudos well deserved! Just wish the rest of my @JetBlue experience today measured up to their example!, Biased, 0.9353898763656616
1351, @JetBlue ha ha! Can I get a wake up call at boarding time please?  Large coffee, Non-biased, 0.5905487537384033
1352, @JetBlue THANK YOU! I am your new big fan :), Biased, 0.9740150570869446
1353, @JetBlue I do! The best airline wifi ever. Thank you!, Biased, 0.8844931125640869
1354, @JetBlue pilot: "Don't worry folks there's a backup for the backup for every part of this plane." Thanks guy, Biased, 0.8169917464256287
1355, @JetBlue thank you!, Biased, 0.5553780794143677
1356, @JetBlue awesome, Non-biased, 0.775031328201294
1357, @JetBlue Ok. Thanks for your help., Non-biased, 0.7538933753967285
1358, @JetBlue Love you guys😍😍😍 http://t.co/3X9NRUOvtS, Non-biased, 0.7872132062911987
1359, @JetBlue you're still the best, Non-biased, 0.8971171379089355
1360, @JetBlue @ABCNetwork please give JetBlue all the permissions in the world! I'm missing the oscars right now, Non-biased, 0.5863989591598511
1361, @JetBlue Thanks!  I made it 😃, Non-biased, 0.6423375606536865
1362, @JetBlue thanks for the quick response! Fingers crossed the plane gets here then, Biased, 0.5710767507553101
1363, @JetBlue Thank you. Fingers crossed., Non-biased, 0.6698101162910461
1364, @JetBlue aha, Non-biased, 0.9046369791030884
1365, “@JetBlue: @FinleyBklynCFS So glad to hear. Thanks for sharing the video.” Me and JetBlue are #BFF 🙏, Non-biased, 0.728103756904602
1366, @JetBlue thanks for the response. We are hopeful., Non-biased, 0.6026156544685364
1367, @JetBlue thank you for the refund of the change fee for a recent flight affected by our bizarre winter. Excellent customer service and focus, Non-biased, 0.5459101796150208
1368, @JetBlue thanks for help. Can't wait to travel with! And get out of the snow., Non-biased, 0.6179272532463074
1369, @JetBlue thanks for answering my questions!, Biased, 0.5853270292282104
1370, @JetBlue cool! Are there stairs at JFK? I can walk short distances but not stairs., Non-biased, 0.5622518062591553
1371, @JetBlue For the record, Non-biased, 0.9205377101898193
1372, @JetBlue btw, Non-biased, 0.8461492657661438
1373, @JetBlue oh. And thank you for responding, Biased, 0.6954529881477356
1374, @JetBlue thanks. We are ticketed on stand by for flight 1970. I hope we make it out. Fingers crossed, Non-biased, 0.6024425029754639
1375, @JetBlue thank you guys! You are the best! 🙌✈️, Biased, 0.9668819904327393
1376, @JetBlue love it as always!, Biased, 0.5888596177101135
1377, @JetBlue what a great experience on flight from SFO to JFK; seats, Non-biased, 0.5994382500648499
1378, @JetBlue thanks for replying-I feel a little better we'll see how it goes ☺️✈️, Non-biased, 0.6585653424263
1379, @JetBlue you guys rock!, Biased, 0.9427077174186707
1380, @JetBlue my email is my twitter handle followed by gmail ☺👍👍, Non-biased, 0.6972900629043579
1381, @JetBlue Awesome! #bestairlineever, Biased, 0.9337853193283081
1382, @JetBlue I only fly Jet Blue, Non-biased, 0.7996752858161926
1383, @JetBlue Start including PTO in your getaway packages and I'm all in, Non-biased, 0.7084651589393616
1384, @JetBlue thanks. I will use the extra time to do some more shopping! Did somebody say duty free?, Non-biased, 0.5294743180274963
1385, @JetBlue's flight Flight Booking Problems experience is pretty great!, Biased, 0.991028368473053
1386, @JetBlue thanks for making my trip home #MintyFresh next #brandmance flight I'll take more selfies! #LOVE #travel #business, Non-biased, 0.5762379169464111
1387, “@JetBlue: @2littlebirds Well captured, Non-biased, 0.7029916048049927
1388, @JetBlue thanks! Have a good Sunday., Biased, 0.6442354917526245
1389, @JetBlue thank you. We are finally at the gate., Non-biased, 0.6422228813171387
1390, @JetBlue flight to Orlando is unable to serve hot bevies.... So they've made movies and alcohol complimentary. That works, Non-biased, 0.592654287815094
1391, @JetBlue Landing! As usual great flight wiyh a great crew. Hello sunny West Palm Beach ! #jetbluerocks, Biased, 0.6643118262290955
1392, @JetBlue they were amazing and thank you!, Biased, 0.773948073387146
1393, “@JetBlue: @2littlebirds Beautiful shot.. Thanks for sharing. Using #FlyFi to post? ;)” Your welcome! Not on this flight. It was a quickie;), Non-biased, 0.8336167931556702
1394, @JetBlue she helped me with my problem so easily and was so nice, Biased, 0.9663188457489014
1395, @JetBlue your customer service agent Bonnie is amazing on the phone she deserves a promotion!!!, Non-biased, 0.5067073106765747
1396, @JetBlue BOS. Everything current now. Thanks for the follow up, Non-biased, 0.7778385877609253
1397, @JetBlue thanks for the info. Already doing it now before we board! Looking forward to the future upgrades! #JetBlue http://t.co/5Db9eSBNzG, Biased, 0.6672305464744568
1398, @JetBlue things happen it's ok just wish I was on the beach and not in the airport, Non-biased, 0.5357500314712524
1399, @JetBlue I love #JetBlue ! #FlyFi when will we be able to charge our devices on domestic #A320 flights?! Thanks! http://t.co/obqIro1bUJ, Non-biased, 0.8182100653648376
1400, @JetBlue Touchdown JFK! Well done pilots of JetBlue Flight 226! #JetBlueRocks, Non-biased, 0.6067872643470764
1401, @JetBlue if I had my tux, Biased, 0.5752731561660767
1402, @JetBlue Thanks for the personalized customer service! #cannedtweet #autoresponse, Biased, 0.6826432943344116
1403, @JetBlue I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job, Non-biased, 0.6225560903549194
1404, @JetBlue it's only because I'm wearing #TrueBlueColors!, Non-biased, 0.6955128312110901
1405, @JetBlue yup we know, Non-biased, 0.5028954744338989
1406, @JetBlue got it. thanks the quick reply., Non-biased, 0.650526762008667
1407, @JetBlue had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee, Non-biased, 0.5176197290420532
1408, @JetBlue well, Non-biased, 0.8041868209838867
1409, @JetBlue thx, Non-biased, 0.8822247982025146
1410, @jetblue always #mosaicmecrazy #sunrise #bestairline #nofilterneeded &amp; how can you not love #FlyFi… http://t.co/NY6CS7jRuV, Biased, 0.6564176678657532
1411, @JetBlue they miraculously fixed the plane #kudos to shoe ever it was, Biased, 0.6944565176963806
1412, @JetBlue 😭😭😭😭 yall are really better then American Airlines though., Non-biased, 0.7129488587379456
1413, What can I say other than when it comes to my #BrandLoveAffair w/ @jetblue ur my #soulandinspiration https://t.co/IGkoGyWksr #umosaicmecrazy, Non-biased, 0.5950416326522827
1414, @JetBlue Great service from PBI to HPN! Thanks., Biased, 0.9776279330253601
1415, @JetBlue done, Non-biased, 0.865638017654419
1416, @JetBlue  FLL to MDE, Non-biased, 0.913428544998169
1417, @JetBlue okay thank you! I'll check with them again!, Biased, 0.6182681918144226
1418, “@JetBlue: @sylvie75015 Good morning, Non-biased, 0.7330980896949768
1419, @JetBlue They just came out. Thanks for the follow-up. That's why you're the best!, Non-biased, 0.5861395597457886
1420, @JetBlue Thanks! See you soon!, Non-biased, 0.5230535864830017
1421, @JetBlue thanks for getting us to NYC -JFK really safely. :-) But srsly? How long does it take to get our checked bags? #eternity #5amMisery, Non-biased, 0.532940149307251
1422, @JetBlue thanks for the response - when is the next flight after the 9:48 flight?, Non-biased, 0.9291498064994812
1423, @JetBlue great flight on a brand new jet. Great seating. Beautiful plane. Big fan of this airline., Biased, 0.6176385283470154
1424, @JetBlue thank you! I know the weather in #Boston isn't great. Everyone's tired, Biased, 0.629504919052124
1425, @JetBlue thank you thank you!  I finally set up the jetblue app!  Yay!, Biased, 0.7320491671562195
1426, @JetBlue Thanks for taking me back home today despite Pandora's best efforts to Cancelled Flight the flight. #jetblue #backhome #noplacelikehome, Non-biased, 0.7918586134910583
1427, @JetBlue @Maddie_Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work 😊, Biased, 0.539629340171814
1428, @JetBlue is amazing. Had a short delay. They gave me $150 credit! It was literally pretty much my fault I missed the flight., Non-biased, 0.5724024176597595
1429, @JetBlue thank you 😊 standing in line now!, Biased, 0.5037344694137573
1430, @JetBlue thank you, Non-biased, 0.6518725752830505
1431, @JetBlue @L_Burley11 -- the best!!!, Biased, 0.779593288898468
1432, @JetBlue thanks for bringing my son home to me., Non-biased, 0.6721293330192566
1433, @JetBlue you got yourselves hot ladies flying the air for life #loyal, Biased, 0.955473005771637
1434, @JetBlue nothing but praise for you helping our lady make her flight to CHS tonight!  #impressed, Biased, 0.5598984956741333
1435, @JetBlue thanks so much. Can't wait to fly with you guys :), Biased, 0.6141003370285034
1436, @JetBlue OK, Non-biased, 0.8508011102676392
1437, @JetBlue thanks for a speedy flight time recovery., Biased, 0.5537058711051941
1438, @JetBlue thank you for taking care of me with a drink since my in-flight entertainment wasn't working #goodcustomerservice, Biased, 0.6933929920196533
1439, @JetBlue would you say a delay is more likely? Thanks so much., Non-biased, 0.7407256364822388
1440, @JetBlue I did not! She's a woman who's a lead, Biased, 0.5505078434944153
1441, @JetBlue If you "follow" me, Non-biased, 0.8174523711204529
1442, @JetBlue I want to give a warm thanks to your crew at Logan airport for still getting me to the DC area after Cancelled Flightlations this morning!, Non-biased, 0.6536239385604858
1443, @JetBlue Another awesome telephone experience with @JetBlue Thank you, Biased, 0.6180083751678467
